objeto;data_evento;evento;cliente;trecho;evento_trecho;unid_origem;unid_destino;dr_origem;dr_destino;gestao_prealerta;automatico;manual;total;macroprocesso;postado;ultimo_evento_extraviado;ultimo_evento_em_transito;ultimo_evento;ultimo_evento_data;evento_finalizador;tipo;analise_sro;unid_origem_apelido;unid_destino_apelido;trecho_real;se_postagem;unidade_postagem;data_postagem;familia;ultimo_evento_sinistro
OL946593675BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;SPM;AGF AMAZONAS;2020-12-23;ENCOMENDA PAC;sim
OL946622187BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;SPM;AGF JARDIM BOM TEMPO;2020-12-23;ENCOMENDA PAC;sim
OL946745901BR;2021-01-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;GFG COMERCIO DIGITAL LTDA;CEE TAGUATINGA (BSB) - CDD AGUAS CLARAS;Objeto expedido;CEE TAGUATINGA;CDD AGUAS CLARAS;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-08;nao;transito;Pendente (OTU);CEE TAGUATINGA;CDD AGUAS CLARAS;Trecho;RJ;AGF ENGENHAO;2020-12-23;ENCOMENDA PAC;sim
OL947220318BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL955561438BR;2021-01-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CTE BRASILIA (BSB) - CDD GAMA;Objeto expedido;CTE BRASILIA;CDD GAMA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-09;nao;transito;Pendente (OTU);CTE BRASILIA;CDD GAMA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL956462683BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;GFG COMERCIO DIGITAL LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA NORTE;Objeto expedido;CTE CAJAMAR;CEE BRASILIA NORTE;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA NORTE;Trecho;SPI;AGF GENERAL CARNEIRO;2020-12-23;ENCOMENDA PAC;sim
OL956913710BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;ELO7 SERVICOS DE INFORMATICA SA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE TAGUATINGA;Trecho;SPM;AC COHAB ITAQUERA;2020-12-23;ENCOMENDA PAC;sim
OL957264239BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL960836325BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE CURITIBA (PR) - CTE BRASILIA;Objeto expedido;CTCE CURITIBA;CTE BRASILIA;PR;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTCE CURITIBA;CTE BRASILIA;Trecho;PR;AGF BRASILIA;2020-12-28;ENCOMENDA PAC;sim
OL967094980BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE CURITIBA (PR) - CTE BRASILIA;Objeto expedido;CTCE CURITIBA;CTE BRASILIA;PR;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTCE CURITIBA;CTE BRASILIA;Trecho;PR;AGF AMINTAS DE BARROS;2020-12-28;ENCOMENDA PAC;sim
OL969043654BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE BRASILIA (BSB) - CDD AGUAS CLARAS;Objeto expedido;CTE BRASILIA;CDD AGUAS CLARAS;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTE BRASILIA;CDD AGUAS CLARAS;Trecho;SPM;AGF AVENIDA MAZZEI;2020-12-28;ENCOMENDA PAC;sim
OL969447282BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;ELO7 SERVICOS DE INFORMATICA SA;CTE CAJAMAR (SPM) - CDD SOBRADINHO;Objeto expedido;CTE CAJAMAR;CDD SOBRADINHO;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTE CAJAMAR;CDD SOBRADINHO;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
OL993973584BR;2021-01-13;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;AGF QNA 30 (BSB) - CTE BRASILIA;Objeto expedido;AGF QNA 30;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-13;nao;transito;Pendente (OTU);AGF QNA 30;CTE BRASILIA;Trecho;BSB;AGF QNA 30;2020-12-28;ENCOMENDA PAC;sim
OM000767415BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;ZARA BRASIL LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM035065506BR;2020-12-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;CORELLO COM LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-04;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-11-27;SEDEX;sim
OM035065523BR;2020-12-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;CORELLO COM LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-04;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-11-27;SEDEX;sim
OM035065537BR;2020-12-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;CORELLO COM LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-04;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-11-27;SEDEX;sim
OM037590138BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;ROMALINI LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF BAIRRO TRINDADE;2020-12-17;SEDEX;sim
OM048471145BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;TROCAFONE COMERC APARELHOS ELETRONICOS;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM048471281BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;TROCAFONE COMERC APARELHOS ELETRONICOS;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM048472106BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;TROCAFONE COMERC APARELHOS ELETRONICOS;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM048474359BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;TROCAFONE COMERC APARELHOS ELETRONICOS;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM060999448BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;BROCKTON IND COM VEST FACCOES LTDA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTE BENFICA;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM068989605BR;2020-12-29;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CEE BRASILIA SUL;Objeto expedido;CTE BRASILIA;CEE BRASILIA SUL;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-29;nao;transito;Pendente (OTU);CTE BRASILIA;CEE BRASILIA SUL;Trecho;N/C;N/C;;SEDEX;sim
OM094607653BR;2020-11-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;EMPREENDIMENTOS PAGUE MENOS SA;CTCE GOIANIA (GO) - CTE BRASILIA;Objeto expedido;CTCE GOIANIA;CTE BRASILIA;GO;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-12;nao;transito;Pendente (OTU);CTCE GOIANIA;CTE BRASILIA;Trecho;GO;AGF CRIMEIA LESTE;2020-11-06;SEDEX;sim
OM171234032BR;2020-11-27;OBJETO EXTRAVIADO;RADIANTE ENGENHARIA DE TELECOMUNICACOES;CTE BRASILIA (BSB) - CDD BRASILIA ASA NORTE;Objeto expedido;CTE BRASILIA;CDD BRASILIA ASA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-11-27;nao;extraviado;Extraviado;CTE BRASILIA;CDD BRASILIA ASA NORTE;Trecho;PR;AGF PRES ARTHUR BERNARDES;2020-10-13;SEDEX;sim
OM171234046BR;2020-11-27;OBJETO EXTRAVIADO;RADIANTE ENGENHARIA DE TELECOMUNICACOES;CTE BRASILIA (BSB) - CDD BRASILIA ASA NORTE;Objeto expedido;CTE BRASILIA;CDD BRASILIA ASA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-11-27;nao;extraviado;Extraviado;CTE BRASILIA;CDD BRASILIA ASA NORTE;Trecho;PR;AGF PRES ARTHUR BERNARDES;2020-10-13;SEDEX;sim
OM179375075BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;JOSE MONTEIRO FERNANDES NETO;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM186876347BR;2020-11-25;OBJETO EM TRÂNSITO PARA A UNIDADE.;SEQUOIA LOGISTICA E TRANSPORTES SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;sim;nao;Objeto extraviado;2020-12-17;nao;transito;Extraviado;CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AGF BENJAMIM MANSUR;2020-11-19;SEDEX;sim
OM202060237BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;JG COMERCIO DE PRESENTES EIRELI ME;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;nao;sim;nao;Objeto extraviado;2021-01-10;nao;transito;Extraviado;CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM232728612BR;2020-11-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;FABIAN LASZLO S FLEGNER;CTCE VITORIA (ES) - CTE BRASILIA;Objeto expedido;CTCE VITORIA;CTE BRASILIA;ES;BSB;Gestao Manual;0;1;1;trat-trat;sim;sim;nao;Objeto extraviado;2020-12-30;nao;transito;Extraviado;CTCE VITORIA;CTE BRASILIA;Trecho;ES;AGF AVENIDA VITORIA;2020-11-20;SEDEX;sim
OM232973153BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;PLACELOG SOLUCOES LOGISTICA LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM234183970BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;SECULUS DA AMAZONIA IND E COM SA;CTE BRASILIA (BSB) - CDD RECANTO DAS EMAS;Objeto expedido;CTE BRASILIA;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Aguardando retirada;2021-01-11;nao;transito;Evento posterior ao OTU;CTE BRASILIA;CDD RECANTO DAS EMAS;Trecho;AM;CTCE MANAUS/GCCAP;2020-12-21;SEDEX;nao
OM239817436BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF ONZE DE JUNHO;2020-12-17;SEDEX;nao
OM259595469BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;INFORSHOP SUPRIMENTOS LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF VILA MARTINS;2020-12-17;SEDEX;sim
OM259609503BR;2020-11-27;OBJETO EM TRÂNSITO PARA A UNIDADE.;CWI SOFTWARE LTDA;CTE BRASILIA (BSB) - CDD RECANTO DAS EMAS;Objeto expedido;CTE BRASILIA;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-11-27;nao;transito;Pendente (OTU);CTE BRASILIA;CDD RECANTO DAS EMAS;Trecho;N/C;N/C;;SEDEX;sim
OM277401439BR;2020-11-18;OBJETO EXTRAVIADO;ASICS BRASIL DISTRIBUICAO COM ARTIGOS ES;CEE TAGUATINGA (BSB) - CEE TAGUATINGA;Passagem interna;CEE TAGUATINGA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;dist-dist;nao;sim;nao;Objeto extraviado;2020-11-18;nao;extraviado;Extraviado;CEE TAGUATINGA;CEE TAGUATINGA;Responsabilizada;N/C;N/C;;SEDEX;sim
OM281998545BR;2020-12-01;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTCE VILA MARIA (SPM) - CEE BRASILIA SUL;Objeto expedido;CTCE VILA MARIA;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-01;nao;transito;Pendente (OTU);CTCE VILA MARIA;CEE BRASILIA SUL;Trecho;N/C;N/C;;SEDEX;sim
OM311052894BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF VILA PAVAN;2020-12-17;SEDEX;nao
OM341059644BR;2020-12-17;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE BRASILIA (BSB) - CDD GAMA;Objeto expedido;CTE BRASILIA;CDD GAMA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-25;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CDD GAMA;Trecho;RS;AGF PAPA PIO X;2020-12-07;SEDEX;nao
OM342915285BR;2020-12-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;ZINZANE COM E CONFECCAO DE VEST LTDA;AGF SERVIPOST (BSB) - CTE BRASILIA;Objeto expedido;AGF SERVIPOST;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-08;nao;transito;Pendente (OTU);AGF SERVIPOST;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM353359527BR;2020-12-01;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CEE TAGUATINGA;Objeto expedido;CTE BRASILIA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-01;nao;transito;Pendente (OTU);CTE BRASILIA;CEE TAGUATINGA;Trecho;N/C;N/C;;SEDEX;sim
OM356699989BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;GRID MOTORS PEC E ACESS PARA MOTOS LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF JOAQUIM GALVAO;2020-12-17;SEDEX;sim
OM358214793BR;2020-11-19;OBJETO EM TRÂNSITO PARA A UNIDADE.;PAPEL BEM CASADOS LTDA;CTE BRASILIA (BSB) - CDD SANTA MARIA;Objeto expedido;CTE BRASILIA;CDD SANTA MARIA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-19;nao;transito;Pendente (OTU);CTE BRASILIA;CDD SANTA MARIA;Trecho;SPI;AGF MORAIS BARROS;2020-11-11;SEDEX;sim
OM360324293BR;2020-11-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;OLIST SERVICOS DIGITAIS LTDA;CTE BRASILIA (BSB) - CEE TAGUATINGA;Objeto expedido;CTE BRASILIA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-18;nao;transito;A ser refugado na DR de Origem;CTE BRASILIA;CEE TAGUATINGA;Trecho;RJ;AC RESENDE;2020-11-05;SEDEX;nao
OM362534808BR;2020-11-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Automatica;1;0;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-18;nao;transito;A ser refugado na DR de Origem;CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;MG;AGF BERNARDO MONTEIRO;2020-10-28;SEDEX;nao
OM362587385BR;2020-11-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CDD SOBRADINHO (BSB) - CDD SOBRADINHO;Passagem interna;CDD SOBRADINHO;CDD SOBRADINHO;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-16;nao;transito;Pendente (OTU);CDD SOBRADINHO;CDD SOBRADINHO;Responsabilizada;BSB;AC RIACHO FUNDO;2020-10-26;SEDEX;sim
OM373694275BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;AC EQS 104 304 (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC EQS 104 304;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC EQS 104 304;COORD SEG CORPOR;Trecho;BSB;AGF CEILANDIA NORTE;2020-10-28;SEDEX;nao
OM380451296BR;2020-11-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;BANCO COOPERATIVO DO BRASIL SA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-11-23;nao;transito;Pendente (OTU);CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;N/C;N/C;;SEDEX;sim
OM380451455BR;2020-11-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;BANCO COOPERATIVO DO BRASIL SA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-11-23;nao;transito;Pendente (OTU);CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;N/C;N/C;;SEDEX;sim
OM396379719BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;PONTONET LOGISTICA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM396380221BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;PONTONET LOGISTICA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OM411122213BR;2020-11-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;IND DE MATERIAL BELICO DO BRASIL IMBEL;AC CEILANDIA CENTRO (BSB) - CTE BRASILIA;Objeto expedido;AC CEILANDIA CENTRO;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-19;nao;transito;A ser refugado na DR de Origem;AC CEILANDIA CENTRO;CTE BRASILIA;Trecho;MG;AGF CENTRO DE ITAJUBA;2020-10-29;SEDEX;nao
OM411214246BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;RIZZATTI MALHAS LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-09;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF RUA SANTOS SARAIVA;2020-12-17;SEDEX;nao
OM459523825BR;2020-12-01;OBJETO EM TRÂNSITO PARA A UNIDADE.;SHPS TECNOLOGIA E SERVICOS LTDA;AC RIACHO FUNDO (BSB) - CTE BRASILIA;Objeto expedido;AC RIACHO FUNDO;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-01;nao;transito;Pendente (OTU);AC RIACHO FUNDO;CTE BRASILIA;Trecho;BSB;AC RIACHO FUNDO;2020-11-23;SEDEX;sim
